date_start;date_end;temp;temp_max;temp_min;humidity
2017-10-01 00:00:00.000;2017-10-01 03:00:00.000;5,54000244140627;5,54000244140627;4,86800537109377;100
2017-10-01 03:00:00.000;2017-10-01 06:00:00.000;5,86000976562502;5,86000976562502;4,95900878906252;100
2017-10-01 06:00:00.000;2017-10-01 09:00:00.000;6,60000000000002;6,60000000000002;5,76400146484377;100
2017-10-01 09:00:00.000;2017-10-01 12:00:00.000;9,52999267578127;9,52999267578127;7,83098754882815;95
2017-10-01 12:00:00.000;2017-10-01 15:00:00.000;9,55001220703127;9,55001220703127;8,61800537109377;87
2017-10-01 15:00:00.000;2017-10-01 18:00:00.000;6,10000000000002;6,58999023437502;6,10000000000002;89
2017-10-01 18:00:00.000;2017-10-01 21:00:00.000;4,96999511718752;5,43999633789065;4,96999511718752;91
2017-10-01 21:00:00.000;2017-10-02 00:00:00.000;3,17000732421877;3,51799926757815;3,17000732421877;100
2017-10-02 00:00:00.000;2017-10-02 03:00:00.000;3,2499938964844;3,2499938964844;2,86300048828127;100
2017-10-02 03:00:00.000;2017-10-02 06:00:00.000;2,1299987792969;2,1299987792969;1,22298583984377;98
2017-10-02 06:00:00.000;2017-10-02 09:00:00.000;3,92000732421877;3,92000732421877;2,49801025390627;90
2017-10-02 09:00:00.000;2017-10-02 12:00:00.000;7,0100036621094;7,0100036621094;5,42800292968752;78
2017-10-02 12:00:00.000;2017-10-02 15:00:00.000;5,7600036621094;6,1039978027344;5,7600036621094;70
2017-10-02 15:00:00.000;2017-10-02 18:00:00.000;2,4999938964844;3,38698730468752;2,4999938964844;74
2017-10-02 18:00:00.000;2017-10-02 21:00:00.000;4,4999938964844;4,4999938964844;2,4110046386719;79
2017-10-02 21:00:00.000;2017-10-03 00:00:00.000;3,5100036621094;3,5100036621094;1,4420104980469;85
2017-10-03 00:00:00.000;2017-10-03 03:00:00.000;0,740014648437523;0,740014648437523;-1,30899658203123;98
2017-10-03 03:00:00.000;2017-10-03 06:00:00.000;1,79000244140627;1,79000244140627;-0,860998535156227;94
2017-10-03 06:00:00.000;2017-10-03 09:00:00.000;9,0200134277344;9,0200134277344;5,13399658203127;89
2017-10-03 09:00:00.000;2017-10-03 12:00:00.000;9,92000732421877;9,92000732421877;8,90801391601565;80
2017-10-03 12:00:00.000;2017-10-03 15:00:00.000;9,42000732421877;9,42000732421877;9,3430114746094;75
2017-10-03 15:00:00.000;2017-10-03 18:00:00.000;6,8799987792969;7,15200195312502;6,8799987792969;79
2017-10-03 18:00:00.000;2017-10-03 21:00:00.000;7,40999755859377;7,40999755859377;6,72701416015627;83
2017-10-03 21:00:00.000;2017-10-04 00:00:00.000;6,93999633789065;6,93999633789065;6,7239929199219;85
2017-10-04 00:00:00.000;2017-10-04 03:00:00.000;5,42000732421877;5,9999938964844;5,42000732421877;93
2017-10-04 03:00:00.000;2017-10-04 06:00:00.000;3,6299987792969;4,4320007324219;3,6299987792969;98
2017-10-04 06:00:00.000;2017-10-04 09:00:00.000;6,46999511718752;6,81600341796877;6,46999511718752;88
2017-10-04 09:00:00.000;2017-10-04 12:00:00.000;6,05001220703127;8,43599853515627;6,05001220703127;80
2017-10-04 12:00:00.000;2017-10-04 15:00:00.000;4,52999267578127;8,87899169921877;4,52999267578127;76
2017-10-04 15:00:00.000;2017-10-04 18:00:00.000;-0,00998535156247726;4,6920104980469;-0,00998535156247726;84
2017-10-04 18:00:00.000;2017-10-04 21:00:00.000;-1,45999755859373;0,696008300781273;-1,45999755859373;89
2017-10-04 21:00:00.000;2017-10-05 00:00:00.000;1,29000244140627;1,29000244140627;-0,553991699218727;87
2017-10-05 00:00:00.000;2017-10-05 03:00:00.000;1,2499938964844;1,2499938964844;0,808007812500023;89
2017-10-05 03:00:00.000;2017-10-05 06:00:00.000;2,14998779296877;2,14998779296877;1,99599609375002;97
2017-10-05 06:00:00.000;2017-10-05 09:00:00.000;7,9999938964844;7,9999938964844;6,39199218750002;87
2017-10-05 09:00:00.000;2017-10-05 12:00:00.000;12,5599914550781;12,5599914550781;9,6409851074219;83
2017-10-05 12:00:00.000;2017-10-05 15:00:00.000;13,2300048828125;13,2300048828125;10,5460144042969;70
2017-10-05 15:00:00.000;2017-10-05 18:00:00.000;9,70998535156252;9,70998535156252;8,54799804687502;67
2017-10-05 18:00:00.000;2017-10-05 21:00:00.000;9,07000122070315;9,07000122070315;7,90499267578127;69
2017-10-05 21:00:00.000;2017-10-06 00:00:00.000;9,1199890136719;9,1199890136719;7,4429870605469;69
2017-10-06 00:00:00.000;2017-10-06 03:00:00.000;9,33001098632815;9,33001098632815;7,28499755859377;71
2017-10-06 03:00:00.000;2017-10-06 06:00:00.000;8,15999755859377;8,15999755859377;7,58901367187502;78
2017-10-06 06:00:00.000;2017-10-06 09:00:00.000;8,15999755859377;8,15999755859377;7,8279968261719;94
2017-10-06 09:00:00.000;2017-10-06 12:00:00.000;8,79000244140627;8,79000244140627;8,38900146484377;98
2017-10-06 12:00:00.000;2017-10-06 15:00:00.000;9,36000976562502;9,36000976562502;8,86800537109377;96
2017-10-06 15:00:00.000;2017-10-06 18:00:00.000;9,83999023437502;9,83999023437502;8,93099365234377;92
2017-10-06 18:00:00.000;2017-10-06 21:00:00.000;11,8300109863281;11,8300109863281;9,37899169921877;88
2017-10-06 21:00:00.000;2017-10-07 00:00:00.000;13,110009765625;13,110009765625;10,2109924316406;90
2017-10-07 00:00:00.000;2017-10-07 03:00:00.000;13,3999877929688;13,3999877929688;11,1710144042969;88
2017-10-07 03:00:00.000;2017-10-07 06:00:00.000;11,9699951171875;11,9699951171875;11,3059936523438;92
2017-10-07 06:00:00.000;2017-10-07 09:00:00.000;11,8900085449219;11,8900085449219;11,3300109863281;97
2017-10-07 09:00:00.000;2017-10-07 12:00:00.000;13,1199890136719;13,1199890136719;11,5419860839844;97
2017-10-07 12:00:00.000;2017-10-07 15:00:00.000;12,35;12,35;11,9789978027344;97
2017-10-07 15:00:00.000;2017-10-07 18:00:00.000;10,839990234375;11,6220031738281;10,839990234375;97
2017-10-07 18:00:00.000;2017-10-07 21:00:00.000;9,64998779296877;10,9469848632813;9,64998779296877;96
2017-10-07 21:00:00.000;2017-10-08 00:00:00.000;7,70998535156252;10,0700012207031;7,70998535156252;100
2017-10-08 00:00:00.000;2017-10-08 03:00:00.000;6,83001098632815;9,28200683593752;6,83001098632815;100
2017-10-08 03:00:00.000;2017-10-08 06:00:00.000;8,45998535156252;8,68599853515627;8,45998535156252;100
2017-10-08 06:00:00.000;2017-10-08 09:00:00.000;9,49001464843752;9,49001464843752;9,23500976562502;100
2017-10-08 09:00:00.000;2017-10-08 12:00:00.000;10,839990234375;10,839990234375;9,49001464843752;100
2017-10-08 12:00:00.000;2017-10-08 15:00:00.000;12,0400024414063;12,0400024414063;10,0320068359375;100
2017-10-08 15:00:00.000;2017-10-08 18:00:00.000;9,71999511718752;9,71999511718752;8,94100341796877;97
2017-10-08 18:00:00.000;2017-10-08 21:00:00.000;8,36000976562502;8,36000976562502;7,5159851074219;96
2017-10-08 21:00:00.000;2017-10-09 00:00:00.000;9,2700134277344;9,2700134277344;7,28399047851565;96
2017-10-09 00:00:00.000;2017-10-09 03:00:00.000;7,3799987792969;7,3799987792969;6,00798950195315;96
2017-10-09 03:00:00.000;2017-10-09 06:00:00.000;4,79000244140627;4,7960144042969;4,79000244140627;87
2017-10-09 06:00:00.000;2017-10-09 09:00:00.000;7,95998535156252;7,95998535156252;7,7919860839844;94
2017-10-09 09:00:00.000;2017-10-09 12:00:00.000;15,5599914550781;15,5599914550781;11,03701171875;93
2017-10-09 12:00:00.000;2017-10-09 15:00:00.000;16,4099975585938;16,4099975585938;11,6360107421875;87
2017-10-09 15:00:00.000;2017-10-09 18:00:00.000;10,7600036621094;10,7600036621094;8,06899414062502;85
2017-10-09 18:00:00.000;2017-10-09 21:00:00.000;6,6199890136719;6,6199890136719;5,8799987792969;84
2017-10-09 21:00:00.000;2017-10-10 00:00:00.000;5,23000488281252;5,23000488281252;4,33400878906252;84
2017-10-10 00:00:00.000;2017-10-10 03:00:00.000;2,1199890136719;3,18898925781252;2,1199890136719;85
2017-10-10 03:00:00.000;2017-10-10 06:00:00.000;2,17000732421877;2,3170104980469;2,17000732421877;88
2017-10-10 06:00:00.000;2017-10-10 09:00:00.000;7,33001098632815;7,33001098632815;5,98198852539065;89
2017-10-10 09:00:00.000;2017-10-10 12:00:00.000;12,4099975585938;12,4099975585938;9,69698486328127;69
2017-10-10 12:00:00.000;2017-10-10 15:00:00.000;14,7700134277344;14,7700134277344;11,3300109863281;68
2017-10-10 15:00:00.000;2017-10-10 18:00:00.000;9,39998779296877;9,39998779296877;7,2600036621094;70
2017-10-10 18:00:00.000;2017-10-10 21:00:00.000;1,83001098632815;4,43300781250002;1,83001098632815;76
2017-10-10 21:00:00.000;2017-10-11 00:00:00.000;1,5100036621094;2,65300903320315;1,5100036621094;75
2017-10-11 00:00:00.000;2017-10-11 03:00:00.000;-0,160009765624977;1,1610046386719;-0,160009765624977;81
2017-10-11 03:00:00.000;2017-10-11 06:00:00.000;1,1400085449219;1,2709899902344;1,1400085449219;83
2017-10-11 06:00:00.000;2017-10-11 09:00:00.000;8,49001464843752;8,49001464843752;7,10201416015627;85
2017-10-11 09:00:00.000;2017-10-11 12:00:00.000;9,80001220703127;10,1249938964844;9,80001220703127;75
2017-10-11 12:00:00.000;2017-10-11 15:00:00.000;8,27999267578127;9,18401489257815;8,27999267578127;85
2017-10-11 15:00:00.000;2017-10-11 18:00:00.000;7,07000122070315;7,07000122070315;6,42000732421877;95
2017-10-11 18:00:00.000;2017-10-11 21:00:00.000;1,17000732421877;3,90999755859377;1,17000732421877;91
2017-10-11 21:00:00.000;2017-10-12 00:00:00.000;-0,419989013671852;1,91201171875002;-0,419989013671852;88
2017-10-12 00:00:00.000;2017-10-12 03:00:00.000;-1,89999999999998;0,425988769531273;-1,89999999999998;88
2017-10-12 03:00:00.000;2017-10-12 06:00:00.000;-1,85001220703123;-0,712011718749977;-1,85001220703123;87
2017-10-12 06:00:00.000;2017-10-12 09:00:00.000;6,20998535156252;6,43999633789065;6,20998535156252;96
2017-10-12 09:00:00.000;2017-10-12 12:00:00.000;10,6799865722656;10,6799865722656;9,38201293945315;98
2017-10-12 12:00:00.000;2017-10-12 15:00:00.000;13,9200073242188;13,9200073242188;11,0289855957031;80
2017-10-12 15:00:00.000;2017-10-12 18:00:00.000;6,2499938964844;6,2499938964844;5,47799072265627;92
2017-10-12 18:00:00.000;2017-10-12 21:00:00.000;3,20000610351565;3,20000610351565;2,77800903320315;87
2017-10-12 21:00:00.000;2017-10-13 00:00:00.000;6,8699890136719;6,8699890136719;2,69600830078127;88
2017-10-13 00:00:00.000;2017-10-13 03:00:00.000;7,79000244140627;7,79000244140627;3,5460144042969;93
2017-10-13 03:00:00.000;2017-10-13 06:00:00.000;7,17998657226565;7,17998657226565;4,41900024414065;95
2017-10-13 06:00:00.000;2017-10-13 09:00:00.000;10,8000122070313;10,8000122070313;7,9320007324219;86
2017-10-13 09:00:00.000;2017-10-13 12:00:00.000;10,7199951171875;10,7199951171875;9,29799804687502;84
2017-10-13 12:00:00.000;2017-10-13 15:00:00.000;10,8000122070313;10,8000122070313;9,44100341796877;81
2017-10-13 15:00:00.000;2017-10-13 18:00:00.000;7,49001464843752;7,49001464843752;7,04400024414065;87
2017-10-13 18:00:00.000;2017-10-13 21:00:00.000;4,6299987792969;5,4689880371094;4,6299987792969;95
2017-10-13 21:00:00.000;2017-10-14 00:00:00.000;8,17000732421877;8,17000732421877;6,1459899902344;94
2017-10-14 00:00:00.000;2017-10-14 03:00:00.000;8,33999023437502;8,33999023437502;6,85201416015627;88
2017-10-14 03:00:00.000;2017-10-14 06:00:00.000;7,05999145507815;7,05999145507815;6,14199218750002;92
2017-10-14 06:00:00.000;2017-10-14 09:00:00.000;10,4900146484375;10,4900146484375;8,2080017089844;89
2017-10-14 09:00:00.000;2017-10-14 12:00:00.000;12,8900085449219;12,8900085449219;11,3879943847656;86
2017-10-14 12:00:00.000;2017-10-14 15:00:00.000;10,4299865722656;11,53701171875;10,4299865722656;88
2017-10-14 15:00:00.000;2017-10-14 18:00:00.000;9,27999267578127;10,5070129394531;9,27999267578127;90
2017-10-14 18:00:00.000;2017-10-14 21:00:00.000;9,73000488281252;10,1360107421875;9,73000488281252;94
2017-10-14 21:00:00.000;2017-10-15 00:00:00.000;9,86000976562502;9,97298583984377;9,86000976562502;99
2017-10-15 00:00:00.000;2017-10-15 03:00:00.000;7,10000000000002;7,88201293945315;7,10000000000002;99
2017-10-15 03:00:00.000;2017-10-15 06:00:00.000;6,23000488281252;6,93499145507815;6,23000488281252;98
2017-10-15 06:00:00.000;2017-10-15 09:00:00.000;8,24001464843752;8,24001464843752;8,18999633789065;100
2017-10-15 09:00:00.000;2017-10-15 12:00:00.000;10,360009765625;10,360009765625;9,36800537109377;99
2017-10-15 12:00:00.000;2017-10-15 15:00:00.000;8,3900085449219;8,68599853515627;8,3900085449219;94
2017-10-15 15:00:00.000;2017-10-15 18:00:00.000;5,89998779296877;7,25301513671877;5,89998779296877;100
2017-10-15 18:00:00.000;2017-10-15 21:00:00.000;5,46999511718752;6,4739929199219;5,46999511718752;100
2017-10-15 21:00:00.000;2017-10-16 00:00:00.000;5,3900085449219;5,76900634765627;5,3900085449219;99
2017-10-16 00:00:00.000;2017-10-16 03:00:00.000;4,58999023437502;5,20501098632815;4,58999023437502;100
2017-10-16 03:00:00.000;2017-10-16 06:00:00.000;4,45000610351565;4,61800537109377;4,45000610351565;100
2017-10-16 06:00:00.000;2017-10-16 09:00:00.000;6,58001098632815;6,58001098632815;6,27199707031252;100
2017-10-16 09:00:00.000;2017-10-16 12:00:00.000;7,96999511718752;7,96999511718752;7,4009948730469;100
2017-10-16 12:00:00.000;2017-10-16 15:00:00.000;8,21999511718752;8,53701171875002;8,21999511718752;100
2017-10-16 15:00:00.000;2017-10-16 18:00:00.000;8,42000732421877;8,42000732421877;8,06398925781252;98
2017-10-16 18:00:00.000;2017-10-16 21:00:00.000;7,6400085449219;7,69600830078127;7,6400085449219;99
2017-10-16 21:00:00.000;2017-10-17 00:00:00.000;7,6400085449219;7,6400085449219;7,39998779296877;98
2017-10-17 00:00:00.000;2017-10-17 03:00:00.000;6,33001098632815;6,33001098632815;5,84798583984377;100
2017-10-17 03:00:00.000;2017-10-17 06:00:00.000;7,23000488281252;7,23000488281252;5,50399169921877;99
2017-10-17 06:00:00.000;2017-10-17 09:00:00.000;8,73000488281252;8,73000488281252;7,53798828125002;100
2017-10-17 09:00:00.000;2017-10-17 12:00:00.000;8,96999511718752;9,66799316406252;8,96999511718752;100
2017-10-17 12:00:00.000;2017-10-17 15:00:00.000;8,79000244140627;9,3229919433594;8,79000244140627;97
2017-10-17 15:00:00.000;2017-10-17 18:00:00.000;5,92000732421877;6,98101196289065;5,92000732421877;96
2017-10-17 18:00:00.000;2017-10-17 21:00:00.000;5,6400085449219;6,4210144042969;5,6400085449219;98
2017-10-17 21:00:00.000;2017-10-18 00:00:00.000;6,3799987792969;6,3799987792969;5,91500244140627;99
2017-10-18 00:00:00.000;2017-10-18 03:00:00.000;4,30001220703127;4,30001220703127;4,22799072265627;97
2017-10-18 03:00:00.000;2017-10-18 06:00:00.000;5,40999755859377;5,40999755859377;4,7910095214844;96
2017-10-18 06:00:00.000;2017-10-18 09:00:00.000;6,6199890136719;6,6199890136719;6,44899902343752;97
2017-10-18 09:00:00.000;2017-10-18 12:00:00.000;9,95000610351565;9,95000610351565;8,18300781250002;95
2017-10-18 12:00:00.000;2017-10-18 15:00:00.000;6,93999633789065;7,88698730468752;6,93999633789065;92
2017-10-18 15:00:00.000;2017-10-18 18:00:00.000;8,58001098632815;8,58001098632815;8,49099121093752;88
2017-10-18 18:00:00.000;2017-10-18 21:00:00.000;10,1799865722656;10,1799865722656;9,77700195312502;95
2017-10-18 21:00:00.000;2017-10-19 00:00:00.000;9,55999145507815;10,1849914550781;9,55999145507815;91
2017-10-19 00:00:00.000;2017-10-19 03:00:00.000;10,4599853515625;10,4599853515625;9,80800781250002;92
2017-10-19 03:00:00.000;2017-10-19 06:00:00.000;8,70000610351565;8,70000610351565;8,5419860839844;92
2017-10-19 06:00:00.000;2017-10-19 09:00:00.000;10,5400024414063;10,5400024414063;9,37801513671877;94
2017-10-19 09:00:00.000;2017-10-19 12:00:00.000;11,8200012207031;11,8200012207031;10,5110107421875;82
2017-10-19 12:00:00.000;2017-10-19 15:00:00.000;9,86000976562502;9,86000976562502;9,4680114746094;72
